subject_id,step,angle,translation,GD_EP,GD_EP_Q,GD_EP_G,CD_EP,CD_EP_Q,CD_EP_G,GD_IP,CD_IP
fCMR_Siemens_113,157,2.4023,2.345,0.113,0.1131,0.1131,8.6148,8.6148,8.6148,0.1699,20.4047
fCMR_Siemens_027,157,1.9207,2.1084,0.134,0.1341,0.1341,1.2756,1.2756,1.2756,0.1704,4.2722
fCMR_Siemens_006,157,1.1833,2.0865,0.228,0.228,0.228,2.114,2.114,2.114,0.2333,5.3533
fCMR_Siemens_144,157,2.7529,2.2651,0.0522,0.0522,0.0522,1.1159,1.1159,1.1159,0.1047,3.3616
fCMR_Siemens_068,157,2.8883,2.0751,0.2255,0.2254,0.2254,4.1059,4.1059,4.1059,0.2512,10.0833
fCMR_Siemens_198,157,1.4828,2.9231,0.2374,0.2374,0.2374,1.2005,1.2005,1.2005,0.2578,4.3316
fCMR_Siemens_018,158,2.833,3.176,0.3565,0.3645,0.3671,2.4702,2.4702,2.4702,0.3858,12.214
fCMR_Siemens_113,158,1.3582,3.1276,0.1283,0.1283,0.1283,3.1472,3.1472,3.1472,0.1623,7.1808
fCMR_Siemens_027,158,1.3933,2.0337,0.1599,0.1599,0.16,1.9069,1.9069,1.9069,0.225,6.737
fCMR_Siemens_006,158,1.8209,1.1729,0.1999,2.994,0.7937,1.7521,1.7521,1.7521,0.8052,6.1145
fCMR_Siemens_144,158,1.1818,2.4659,0.055,0.0554,0.0556,1.1293,1.1293,1.1293,0.1779,4.1654
fCMR_Siemens_068,158,2.0608,3.0654,0.4402,0.439,0.4386,2.6476,2.6476,2.6476,0.4828,8.1359
fCMR_Siemens_198,158,2.7964,2.161,0.2684,0.2685,0.2685,3.2713,3.2713,3.2713,0.2795,7.6911
fCMR_Siemens_018,159,2.814,2.8699,0.2152,0.2157,0.2158,0.6277,0.6277,0.6277,0.2557,3.905
fCMR_Siemens_113,159,2.2706,2.4605,0.0644,0.0644,0.0645,4.6809,4.6809,4.6809,0.1371,10.1286
fCMR_Siemens_027,159,1.7248,2.019,0.1564,0.1564,0.1564,0.8663,0.8663,0.8663,0.1947,4.8247
fCMR_Siemens_006,159,2.4382,2.4212,0.2765,0.2765,0.2765,1.7813,1.7813,1.7813,0.3091,4.8893
fCMR_Siemens_144,159,1.4756,2.0433,0.1306,0.1307,0.1307,1.8994,1.8994,1.8994,0.1684,5.4564
fCMR_Siemens_068,159,3.0264,1.8861,0.771,1.0681,0.7925,2.4346,2.4346,2.4346,0.8101,7.2939
fCMR_Siemens_198,159,1.8391,1.637,0.1959,0.1959,0.1959,0.8632,0.8632,0.8632,0.21,5.2043
fCMR_Siemens_018,160,2.8151,2.8721,0.4956,0.4967,0.497,1.7095,1.7095,1.7095,0.5812,13.124
fCMR_Siemens_113,160,2.6732,3.9973,0.136,0.0877,0.1359,6.3763,6.3763,6.3763,0.1928,14.7073
fCMR_Siemens_027,160,2.9398,3.1524,0.2614,0.2614,0.2613,0.9195,0.9195,0.9195,0.2766,3.2699
fCMR_Siemens_006,160,1.5646,2.2702,0.2268,0.2268,0.2268,3.4974,3.4974,3.4974,0.2406,7.8873
fCMR_Siemens_144,160,3.0058,2.4773,0.1726,0.6126,0.7391,1.9032,1.9032,1.9032,0.7813,10.7659
fCMR_Siemens_068,160,2.5321,3.3144,0.2782,0.2785,0.2786,2.5676,2.5676,2.5676,0.3129,6.7733
fCMR_Siemens_198,160,2.7118,1.3355,0.1414,0.1414,0.1414,0.9597,0.9597,0.9597,0.174,4.7533
fCMR_Siemens_018,161,2.7668,1.5707,0.3554,0.3554,0.3554,0.4064,0.4064,0.4064,0.3707,4.3773
fCMR_Siemens_113,161,2.5072,2.6372,0.129,0.129,0.129,9.1749,9.1749,9.1749,0.1493,19.9048
fCMR_Siemens_027,161,2.9215,1.8815,0.2243,0.2244,0.2244,2.6527,2.6527,2.6527,0.2514,7.3658
fCMR_Siemens_006,161,1.4621,2.9508,0.3803,0.3803,0.3803,0.8518,0.8518,0.8518,0.3923,3.0848
fCMR_Siemens_144,161,3.0898,1.5044,0.0687,0.0687,0.0686,1.6792,1.6792,1.6792,0.1707,5.3082
fCMR_Siemens_068,161,2.4734,3.2254,0.5758,1.2069,0.578,1.6491,1.6491,1.6491,0.5809,6.9328
fCMR_Siemens_198,161,1.9735,3.2442,0.3192,0.3616,0.3191,1.6868,1.6868,1.6868,0.3333,5.7293
fCMR_Siemens_018,162,2.9247,3.2606,0.1828,0.1839,0.1842,0.9116,0.9116,0.9116,0.225,3.1909
fCMR_Siemens_113,162,3.0127,2.6735,0.0858,0.0858,0.0858,8.1477,8.1477,8.1477,0.1286,17.1118
fCMR_Siemens_027,162,2.2273,2.1909,0.1213,0.1213,0.1213,0.3074,0.3074,0.3074,0.1966,2.8532
fCMR_Siemens_006,162,1.927,3.3575,0.3005,0.3006,0.3007,2.6551,2.6551,2.6551,0.3218,6.5421
fCMR_Siemens_144,162,1.0109,3.8935,0.2008,0.2001,0.1999,1.5272,1.5272,1.5272,0.3074,4.934
fCMR_Siemens_068,162,2.7613,3.2945,0.557,2.9314,0.8954,2.4984,2.4984,2.4984,0.9914,8.39
fCMR_Siemens_198,162,2.1248,1.9115,0.1825,0.1825,0.1825,1.4683,1.4683,1.4683,0.2194,4.116
fCMR_Siemens_018,163,0.9485,1.8375,0.2894,0.2897,0.2898,1.0972,1.0972,1.0972,0.3271,4.7683
fCMR_Siemens_113,163,2.6616,1.8519,0.0541,0.0541,0.0541,6.0824,6.0824,6.0824,0.115,14.1334
fCMR_Siemens_027,163,2.2661,2.9013,0.3047,0.4126,0.3863,0.884,0.884,0.884,0.474,3.9944
fCMR_Siemens_006,163,3.1401,2.0745,0.2302,0.2302,0.2302,2.2541,2.2541,2.2541,0.2694,5.8508
fCMR_Siemens_144,163,2.5995,1.5963,0.2888,0.3617,0.8272,1.5646,1.5646,1.5646,0.8275,8.6719
fCMR_Siemens_068,163,1.436,3.8603,0.4687,0.2016,0.4709,0.2452,0.2452,0.2452,0.4844,1.5337
fCMR_Siemens_198,163,2.4481,1.8424,0.1942,0.1941,0.1941,0.849,0.849,0.849,0.2042,3.2756
fCMR_Siemens_018,164,1.9027,3.3389,0.4445,0.4438,0.4436,6.8325,6.8325,6.8325,0.4746,17.3714
fCMR_Siemens_113,164,2.4428,2.8115,0.0614,0.0613,0.0613,4.8624,4.8624,4.8624,0.1505,10.4504
fCMR_Siemens_027,164,2.753,2.1245,0.107,0.041,0.107,0.9006,0.9006,0.9006,0.1269,2.8177
fCMR_Siemens_006,164,2.3667,2.5863,0.4217,0.2947,0.8221,0.7978,0.7978,0.7978,0.8537,6.0393
fCMR_Siemens_144,164,1.4521,2.6939,0.1328,0.1329,0.1329,2.5119,2.5119,2.5119,0.1738,7.8658
fCMR_Siemens_068,164,2.4609,0.8379,0.5541,0.5568,0.5577,1.0169,1.0169,1.0169,0.5762,5.0149
fCMR_Siemens_198,164,1.5749,1.3911,0.1885,0.1884,0.1884,2.6894,2.6894,2.6894,0.2203,7.1138
fCMR_Siemens_018,165,2.9601,2.0644,0.4494,0.4683,0.474,0.6866,0.6866,0.6866,0.5913,7.229
fCMR_Siemens_113,165,1.9491,3.28,0.0553,0.0579,0.0553,6.0101,6.0101,6.0101,0.131,13.4201
fCMR_Siemens_027,165,1.7372,2.4534,0.0971,0.5929,0.097,0.9293,0.9293,0.9293,0.1762,4.2844
fCMR_Siemens_006,165,2.7139,1.6994,0.2735,0.2738,0.2738,2.0153,2.0153,2.0153,0.2843,5.6686
fCMR_Siemens_144,165,2.1212,2.6119,0.0959,0.0959,0.0959,1.2105,1.2105,1.2105,0.1371,3.6027
fCMR_Siemens_068,165,2.3889,1.8391,0.3553,0.3566,0.357,5.5795,5.5795,5.5795,0.3915,14.5029
fCMR_Siemens_198,165,2.9166,2.153,0.2781,0.2781,0.2781,0.568,0.568,0.568,0.2946,2.3686
fCMR_Siemens_018,166,2.4696,2.1222,0.4752,0.4858,0.4889,2.8753,2.8753,2.8753,0.6019,10.3529
fCMR_Siemens_113,166,2.9016,2.1928,0.073,0.0731,0.0731,7.79,7.79,7.79,0.137,17.3011
fCMR_Siemens_027,166,1.4209,1.6971,0.1378,0.1378,0.1378,1.1342,1.1342,1.1342,0.1787,3.4426
fCMR_Siemens_006,166,1.5924,3.3807,0.8356,0.2696,1.3146,1.6273,1.6273,1.6273,1.3371,7.3702
fCMR_Siemens_144,166,2.8228,2.2854,0.1435,0.1438,0.1439,1.9072,1.9072,1.9072,0.1914,4.7157
fCMR_Siemens_068,166,2.7698,2.4652,0.3487,0.3489,0.349,2.9375,2.9375,2.9375,0.3946,7.7006
fCMR_Siemens_198,166,2.2683,0.925,0.2806,0.5551,0.4217,0.9877,0.9877,0.9877,0.5807,6.747
fCMR_Siemens_018,167,1.8785,0.9162,0.3921,0.3912,0.391,1.2094,1.2094,1.2094,0.427,7.3909
fCMR_Siemens_113,167,1.031,2.4903,0.0778,0.0779,0.0779,5.5063,5.5063,5.5063,0.1579,14.3299
fCMR_Siemens_027,167,2.7133,2.3599,0.2593,0.2593,0.2594,0.616,0.616,0.616,0.2699,4.0359
fCMR_Siemens_006,167,2.488,2.4123,0.2419,0.2419,0.2419,1.6176,1.6176,1.6176,0.2487,4.4999
fCMR_Siemens_144,167,1.9684,2.7669,0.1061,0.1053,0.105,0.7885,0.7885,0.7885,0.2294,3.2368
fCMR_Siemens_068,167,2.67,3.3412,0.504,0.5043,0.5045,0.7566,0.7566,0.7566,0.5146,4.0438
fCMR_Siemens_198,167,1.5665,1.8676,0.2264,0.2264,0.2265,1.2691,1.2691,1.2691,0.2434,5.2683
fCMR_Siemens_018,168,2.085,2.2711,0.4029,0.3267,0.403,0.6088,0.6088,0.6088,0.4157,4.3518
fCMR_Siemens_113,168,2.499,2.5545,0.0353,0.0353,0.0353,6.1978,6.1978,6.1978,0.1169,14.6891
fCMR_Siemens_027,168,1.9579,3.4118,0.0968,0.0968,0.0968,2.3532,2.3532,2.3532,0.116,6.328
fCMR_Siemens_006,168,2.8627,2.894,0.651,0.1633,0.8766,0.3706,0.3706,0.3706,0.888,2.2369
fCMR_Siemens_144,168,2.9497,2.5634,0.1349,0.1357,0.136,0.6759,0.6759,0.6759,0.1865,4.1709
fCMR_Siemens_068,168,2.1386,2.1724,0.6381,0.6406,0.6414,4.8986,4.8986,4.8986,0.6554,11.8494
fCMR_Siemens_198,168,3.0341,3.5824,0.3032,0.3033,0.3033,3.0558,3.0558,3.0558,0.3264,7.2014
fCMR_Siemens_018,169,2.5016,2.5848,0.0913,1.5579,0.1762,2.6204,2.6204,2.6204,0.6023,17.5463
fCMR_Siemens_113,169,2.8233,3.3002,0.0346,0.0346,0.0346,3.6948,3.6948,3.6948,0.0842,9.9493
fCMR_Siemens_027,169,2.9681,0.6375,0.1565,0.1565,0.1565,1.299,1.299,1.299,0.2224,4.143
fCMR_Siemens_006,169,2.8047,3.2206,0.2797,0.281,0.2814,1.7226,1.7226,1.7226,0.3193,5.931
fCMR_Siemens_144,169,0.9242,4.0729,0.1267,0.1267,0.1267,0.4278,0.4278,0.4278,0.192,1.6259
fCMR_Siemens_068,169,2.4882,2.2479,0.6074,0.6071,0.607,1.5251,1.5251,1.5251,0.6103,5.4499
fCMR_Siemens_198,169,2.3971,3.4531,0.2865,0.2866,0.2867,1.0786,1.0786,1.0786,0.2975,4.2554
fCMR_Siemens_018,170,2.6208,1.4274,0.1757,0.2661,0.1757,0.6134,0.6134,0.6134,0.2324,3.8822
fCMR_Siemens_113,170,3.0675,2.6757,0.0788,0.0789,0.0789,6.214,6.214,6.214,0.0915,13.7089
fCMR_Siemens_027,170,2.9876,2.6257,0.1089,0.1089,0.1089,2.8108,2.8108,2.8108,0.138,6.9225
fCMR_Siemens_006,170,3.0424,2.6156,0.4446,0.4468,0.4476,6.0157,6.0157,6.0157,0.4723,13.5241
fCMR_Siemens_144,170,2.6334,2.8559,0.2535,0.2536,0.2536,4.3686,4.3686,4.3686,0.2591,9.9679
fCMR_Siemens_068,170,2.6344,3.5654,0.8014,0.8018,0.802,1.1467,1.1467,1.1467,0.8123,3.2341
fCMR_Siemens_198,170,2.6401,1.5127,0.2369,0.2369,0.2369,4.3666,4.3666,4.3666,0.265,11.4567
fCMR_Siemens_018,171,1.5888,1.7927,0.1003,0.1007,0.1008,1.7225,1.7225,1.7225,0.251,7.1781
fCMR_Siemens_113,171,1.6562,2.8385,0.0565,0.1021,0.0565,6.2982,6.2982,6.2982,0.1112,14.1684
fCMR_Siemens_027,171,1.0952,2.1614,0.1573,0.1574,0.1574,1.1262,1.1262,1.1262,0.198,5.0145
fCMR_Siemens_006,171,2.6733,3.4234,0.2983,0.3129,0.7651,1.9582,1.9582,1.9582,0.7787,7.2464
fCMR_Siemens_144,171,2.9089,2.6909,0.0917,0.0917,0.0917,3.0921,3.0921,3.0921,0.147,7.5853
fCMR_Siemens_068,171,2.6267,2.6956,0.2263,0.2264,0.2264,3.1831,3.1831,3.1831,0.2451,7.7628
fCMR_Siemens_198,171,2.5484,3.279,0.2733,0.4091,0.2734,0.4686,0.4686,0.4686,0.2969,2.6501
fCMR_Siemens_018,172,1.8086,3.5086,0.2475,0.5634,0.272,1.4638,1.4638,1.4638,0.5126,7.2172
fCMR_Siemens_113,172,2.9931,2.2368,0.0402,0.0401,0.0401,4.2238,4.2238,4.2238,0.1408,9.0115
fCMR_Siemens_027,172,2.6401,2.15,0.1196,0.1209,0.1214,1.9883,1.9883,1.9883,0.2367,5.7674
fCMR_Siemens_006,172,2.0965,2.7392,0.3185,0.3184,0.3184,2.9193,2.9193,2.9193,0.3297,7.0074
fCMR_Siemens_144,172,3.0754,2.6383,0.156,0.156,0.156,2.8357,2.8357,2.8357,0.1815,6.8206
fCMR_Siemens_068,172,2.4298,1.2137,0.5932,0.5938,0.594,2.1559,2.1559,2.1559,0.5983,6.9156
fCMR_Siemens_198,172,2.8145,2.8271,0.2435,0.2436,0.2436,1.7497,1.7497,1.7497,0.2675,6.0369
fCMR_Siemens_018,173,2.6879,2.5629,0.2135,0.2133,0.2132,2.241,2.241,2.241,0.27,6.4106
fCMR_Siemens_113,173,2.9136,2.9978,0.0952,0.0952,0.0951,9.4802,9.4802,9.4802,0.1196,20.9055
fCMR_Siemens_027,173,2.2556,3.3653,0.3081,0.3165,0.3192,0.6694,0.6694,0.6694,0.4079,3.5846
fCMR_Siemens_006,173,2.5962,2.1697,0.8679,0.1626,1.1478,2.787,2.787,2.787,1.1661,9.474
fCMR_Siemens_144,173,2.6273,2.0922,0.0651,0.0651,0.0651,1.5036,1.5036,1.5036,0.1499,3.9122
fCMR_Siemens_068,173,2.6423,1.2183,0.5783,0.5792,0.5795,2.2817,2.2817,2.2817,0.6033,6.213
fCMR_Siemens_198,173,3.0408,3.7573,0.2526,0.2527,0.2527,1.0814,1.0814,1.0814,0.2654,3.9654
fCMR_Siemens_018,174,2.9801,2.5779,0.2695,0.1831,0.2706,2.6457,2.6457,2.6457,0.3326,8.2334
fCMR_Siemens_113,174,2.7103,2.5394,0.0826,0.0826,0.0826,7.2794,7.2794,7.2794,0.1274,15.4282
fCMR_Siemens_027,174,2.9578,1.9488,0.1851,0.185,0.1849,1.2551,1.2551,1.2551,0.2359,3.5708
fCMR_Siemens_006,174,2.3344,3.0234,0.3474,0.3609,0.3652,1.6348,1.6348,1.6348,0.3854,6.1896
fCMR_Siemens_144,174,1.1854,2.1911,0.0958,0.0958,0.0958,1.3483,1.3483,1.3483,0.1454,4.4005
fCMR_Siemens_068,174,3.0002,2.6581,0.6207,0.6286,0.6311,2.5347,2.5347,2.5347,0.6782,8.5359
fCMR_Siemens_198,174,2.6987,1.9393,0.2045,0.2045,0.2045,1.6976,1.6976,1.6976,0.2194,6.413
fCMR_Siemens_018,175,1.4468,2.2176,0.4323,0.4321,0.4321,0.4115,0.4115,0.4115,0.4433,2.5686
fCMR_Siemens_113,175,1.2887,2.7131,0.0502,0.0502,0.0502,4.4035,4.4035,4.4035,0.0776,10.4007
fCMR_Siemens_027,175,2.6581,1.3785,0.1446,0.1445,0.1445,2.5596,2.5596,2.5596,0.1873,7.3966
fCMR_Siemens_006,175,2.1971,2.9307,0.5462,0.9583,0.8532,0.5822,0.5822,0.5822,0.8924,3.0998
fCMR_Siemens_144,175,2.2892,3.117,0.0717,0.0718,0.0718,3.5539,3.5539,3.5539,0.1139,7.907
fCMR_Siemens_068,175,2.6154,2.3243,0.5899,0.5892,0.589,0.7573,0.7573,0.7573,0.593,4.254
fCMR_Siemens_198,175,2.0573,1.4652,0.2142,0.535,0.2143,0.6749,0.6749,0.6749,0.245,3.407
fCMR_Siemens_018,176,1.2358,2.8764,0.2384,0.2392,0.2395,0.4927,0.4927,0.4927,0.3214,3.1452
fCMR_Siemens_113,176,2.2181,2.4732,0.0711,0.0712,0.0712,3.4691,3.4691,3.4691,0.1559,8.4756
fCMR_Siemens_027,176,2.0771,2.1328,0.0724,0.1415,0.0724,1.7546,1.7546,1.7546,0.1432,4.7907
fCMR_Siemens_006,176,1.7104,2.2696,0.4681,1.3061,1.3939,2.4456,2.4456,2.4456,1.3648,12.3792
fCMR_Siemens_144,176,2.0341,2.2633,0.1815,0.1815,0.1815,4.3,4.3,4.3,0.2005,11.2146
fCMR_Siemens_068,176,2.2401,1.7352,0.6254,0.6261,0.6264,1.6319,1.6319,1.6319,0.6323,3.93
fCMR_Siemens_198,176,2.8865,2.2103,0.2606,0.2606,0.2606,0.4938,0.4938,0.4938,0.2852,2.3971
fCMR_Siemens_018,177,1.6156,3.3767,0.0968,0.0965,0.0965,0.2914,0.2914,0.2914,0.1769,1.9192
fCMR_Siemens_113,177,1.9285,2.0027,0.0722,0.4705,0.0723,7.3434,7.3434,7.3434,0.1433,15.3074
fCMR_Siemens_027,177,1.6099,3.1965,0.1244,0.1244,0.1244,1.3362,1.3362,1.3362,0.1733,4.6787
fCMR_Siemens_006,177,1.6643,0.8338,0.2411,0.2409,0.2408,3.9304,3.9304,3.9304,0.2691,8.879
fCMR_Siemens_144,177,2.8867,3.7864,0.0981,0.0981,0.0981,1.5089,1.5089,1.5089,0.1614,4.1624
fCMR_Siemens_068,177,1.3384,3.4066,0.2326,0.2326,0.2326,2.5504,2.5504,2.5504,0.2807,8.3094
fCMR_Siemens_198,177,3.0873,1.2299,0.2088,0.2088,0.2088,1.8852,1.8852,1.8852,0.2224,5.8336
fCMR_Siemens_018,178,1.5671,2.6903,0.3958,0.3691,0.7621,1.2515,1.2515,1.2515,0.8245,6.5516
fCMR_Siemens_113,178,1.6896,0.7679,0.1088,0.1088,0.1087,5.7501,5.7501,5.7501,0.159,12.9137
fCMR_Siemens_027,178,0.9989,0.9181,0.108,0.1082,0.1083,0.6891,0.6891,0.6891,0.1818,2.7476
fCMR_Siemens_006,178,2.91,2.6628,0.232,0.232,0.232,4.2369,4.2369,4.2369,0.2763,10.3001
fCMR_Siemens_144,178,2.9833,2.3013,0.1228,0.1227,0.1227,1.1682,1.1682,1.1682,0.1676,2.9132
fCMR_Siemens_068,178,2.8866,2.534,0.5339,0.533,0.5327,3.3924,3.3924,3.3924,0.5705,8.5133
fCMR_Siemens_198,178,3.0065,3.0309,0.3182,0.3182,0.3182,2.2232,2.2232,2.2232,0.3321,6.0594
fCMR_Siemens_018,179,2.4998,2.7722,0.303,0.3036,0.3038,2.5349,2.5349,2.5349,0.374,7.1908
fCMR_Siemens_113,179,3.0673,2.852,0.0742,0.0742,0.0742,10.1948,10.1948,10.1948,0.0938,21.304
fCMR_Siemens_027,179,3.0418,2.3404,0.1328,0.1327,0.1326,3.1246,3.1246,3.1246,0.2171,7.6697
fCMR_Siemens_006,179,2.2221,2.2839,0.1624,0.1623,0.1623,2.2815,2.2815,2.2815,0.2199,6.275
fCMR_Siemens_144,179,2.0203,1.7663,0.1111,0.111,0.111,1.8146,1.8146,1.8146,0.1663,4.225
fCMR_Siemens_068,179,2.7412,1.6553,0.3209,0.4148,0.3223,5.3196,5.3196,5.3196,0.3368,14.4985
fCMR_Siemens_198,179,3.1044,2.4243,0.2819,0.5717,0.4767,0.9046,0.9046,0.9046,0.6391,4.7134
fCMR_Siemens_018,180,2.8573,2.1691,0.5306,0.5341,0.5351,1.3012,1.3012,1.3012,0.5457,7.8892
fCMR_Siemens_113,180,0.5941,3.108,0.1094,0.1094,0.1094,3.7262,3.7262,3.7262,0.1341,9.0567
fCMR_Siemens_027,180,2.3303,2.0461,0.1147,0.1146,0.1145,1.4991,1.4991,1.4991,0.1729,4.3744
fCMR_Siemens_006,180,2.7109,2.664,0.3215,0.6029,0.6784,0.7964,0.7964,0.7964,0.7122,4.1476
fCMR_Siemens_144,180,2.2074,1.5032,0.1739,0.1739,0.1738,0.36,0.36,0.36,0.1966,1.5456
fCMR_Siemens_068,180,2.6352,2.7573,0.5208,0.524,0.5251,0.5336,0.5336,0.5336,0.5394,2.5286
fCMR_Siemens_198,180,1.5335,2.3824,0.2479,0.2478,0.2478,0.8676,0.8676,0.8676,0.2635,2.6724
fCMR_Siemens_018,181,1.1261,3.3569,0.1663,0.1752,0.178,1.2114,1.2114,1.2114,0.2811,6.4458
fCMR_Siemens_113,181,1.4944,2.7686,0.06,0.06,0.06,7.6346,7.6346,7.6346,0.0898,16.0317
fCMR_Siemens_027,181,2.008,1.5299,0.1,0.627,0.1,1.5975,1.5975,1.5975,0.1723,4.8951
fCMR_Siemens_006,181,2.0023,2.7347,0.4177,0.4244,0.4265,4.3721,4.3721,4.3721,0.4431,10.6685
fCMR_Siemens_144,181,1.2991,3.022,0.0525,0.0524,0.0524,1.0501,1.0501,1.0501,0.1363,3.4076
fCMR_Siemens_068,181,1.8551,2.9049,0.4242,0.4239,0.4239,1.4338,1.4338,1.4338,0.4478,6.028
fCMR_Siemens_198,181,3.0393,1.3403,0.22,0.2201,0.2201,2.6069,2.6069,2.6069,0.2418,8.3246
fCMR_Siemens_018,182,2.7205,2.0682,0.5378,1.1746,1.2317,1.4521,1.4521,1.4521,1.356,6.9212
fCMR_Siemens_113,182,2.5875,2.6905,0.0948,0.0948,0.0948,7.3917,7.3917,7.3917,0.1692,16.3651
fCMR_Siemens_027,182,1.1174,3.2588,0.1131,0.113,0.113,0.5302,0.5302,0.5302,0.1701,2.1966
fCMR_Siemens_006,182,1.1492,3.8399,0.3198,0.3198,0.3198,0.9388,0.9388,0.9388,0.3317,3.6066
fCMR_Siemens_144,182,2.7254,1.4267,0.13,0.13,0.13,2.5012,2.5012,2.5012,0.1688,7.3378
fCMR_Siemens_068,182,1.2654,2.4964,0.495,0.495,0.495,1.0602,1.0602,1.0602,0.5037,4.2451
fCMR_Siemens_198,182,1.1897,2.8818,0.2726,0.2729,0.273,0.45,0.45,0.45,0.2863,2.8978
fCMR_Siemens_018,183,2.9622,2.2849,0.2715,0.6867,0.2714,1.5169,1.5169,1.5169,0.3482,4.4127
fCMR_Siemens_113,183,3.0624,1.3124,0.0929,0.0929,0.0929,7.1046,7.1046,7.1046,0.1569,15.3776
fCMR_Siemens_027,183,2.3384,2.9324,0.107,0.107,0.107,2.168,2.168,2.168,0.1803,5.6122
fCMR_Siemens_006,183,1.6088,3.9095,0.2426,0.2426,0.2426,2.3808,2.3808,2.3808,0.259,5.8666
fCMR_Siemens_144,183,2.2186,2.9732,0.0721,0.0721,0.0721,2.9552,2.9552,2.9552,0.1266,7.1945
fCMR_Siemens_068,183,2.7494,3.4817,0.5292,0.5283,0.5281,0.6465,0.6465,0.6465,0.5411,2.5087
fCMR_Siemens_198,183,2.254,2.29,0.26,0.5934,0.6179,1.8848,1.8848,1.8848,0.8203,10.358
fCMR_Siemens_018,184,2.8679,1.2352,0.1617,0.1631,0.1636,1.1921,1.1921,1.1921,0.2325,9.6493
fCMR_Siemens_113,184,2.0487,1.3789,0.0401,0.0401,0.0401,6.3434,6.3434,6.3434,0.1114,13.5588
fCMR_Siemens_027,184,2.9095,2.4636,0.2049,0.4213,0.6724,2.1333,2.1333,2.1333,0.7176,6.0257
fCMR_Siemens_006,184,1.8867,3.5448,0.2335,0.2909,0.2334,2.6815,2.6815,2.6815,0.2744,7.8297
fCMR_Siemens_144,184,2.307,2.8617,0.0758,0.0758,0.0758,1.174,1.174,1.174,0.1346,2.7312
fCMR_Siemens_068,184,2.3969,2.0533,0.4602,0.4638,0.4649,3.5332,3.5332,3.5332,0.4774,9.4598
fCMR_Siemens_198,184,2.4288,1.4522,0.3082,0.3082,0.3082,0.8563,0.8563,0.8563,0.3206,3.7998
fCMR_Siemens_018,185,2.271,2.3235,0.1475,0.5955,0.1478,1.9816,1.9816,1.9816,0.208,5.423
fCMR_Siemens_113,185,2.6935,1.2039,0.0842,0.0842,0.0842,7.2381,7.2381,7.2381,0.1167,15.5868
fCMR_Siemens_027,185,2.0777,2.8507,0.0925,0.0925,0.0925,0.882,0.882,0.882,0.1357,2.9499
fCMR_Siemens_006,185,2.3543,2.9022,0.3867,0.4012,0.4058,2.437,2.437,2.437,0.4321,11.0891
fCMR_Siemens_144,185,2.3558,3.2644,0.1344,0.1344,0.1343,2.4514,2.4514,2.4514,0.1675,5.177
fCMR_Siemens_068,185,2.5161,2.3411,0.435,0.4352,0.4353,1.4036,1.4036,1.4036,0.451,4.6817
fCMR_Siemens_198,185,0.5801,3.0671,0.2558,0.2556,0.2555,2.5013,2.5013,2.5013,0.2982,6.2242
fCMR_Siemens_018,186,3.0292,1.6643,0.0969,0.505,0.6171,1.0212,1.0212,1.0212,0.7263,4.5686
fCMR_Siemens_113,186,3.1035,2.0225,0.0534,0.0534,0.0534,7.4459,7.4459,7.4459,0.1226,16.293
fCMR_Siemens_027,186,1.1705,2.0423,0.2556,0.2557,0.2558,2.2599,2.2599,2.2599,0.2831,6.7922
fCMR_Siemens_006,186,2.4426,3.0365,0.2604,0.261,0.2613,1.5987,1.5987,1.5987,0.3036,4.3106
fCMR_Siemens_144,186,3.0993,2.9177,0.2592,0.3458,0.7502,1.0733,1.0733,1.0733,0.7815,7.9989
fCMR_Siemens_068,186,1.4292,1.7458,0.5893,0.5878,0.5874,2.3711,2.3711,2.3711,0.6328,6.3721
fCMR_Siemens_198,186,2.3229,1.215,0.3019,0.3019,0.3019,1.8162,1.8162,1.8162,0.3172,5.485
fCMR_Siemens_018,187,1.839,2.1166,0.2699,0.2699,0.2699,1.2081,1.2081,1.2081,0.4332,5.4798
fCMR_Siemens_113,187,2.0877,3.2309,0.099,0.099,0.099,3.9274,3.9274,3.9274,0.149,8.6116
fCMR_Siemens_027,187,2.4024,1.5573,0.14,0.4155,0.14,1.5416,1.5416,1.5416,0.1883,5.11
fCMR_Siemens_006,187,2.8733,2.4102,0.5149,0.7822,0.8543,3.5774,3.5774,3.5774,0.9171,13.4806
fCMR_Siemens_144,187,1.5664,2.4872,0.0559,0.0559,0.0559,0.222,0.222,0.222,0.092,1.7964
fCMR_Siemens_068,187,1.3689,2.6277,0.4624,0.1711,0.4659,1.0386,1.0386,1.0386,0.4725,3.3499
fCMR_Siemens_198,187,1.7761,2.6138,0.2869,0.2869,0.2869,1.5254,1.5254,1.5254,0.3017,4.9279
fCMR_Siemens_018,188,3.0444,2.5851,0.4155,0.4153,0.4153,1.4956,1.4956,1.4956,0.4194,5.8773
fCMR_Siemens_113,188,0.7744,1.7757,0.0763,0.0763,0.0763,10.2337,10.2337,10.2337,0.1267,22.6222
fCMR_Siemens_027,188,2.2833,2.8333,0.1224,0.1223,0.1223,1.7753,1.7753,1.7753,0.2017,4.8715
fCMR_Siemens_006,188,1.9161,2.6638,0.2005,0.2004,0.2004,1.4484,1.4484,1.4484,0.2833,4.2577
fCMR_Siemens_144,188,2.089,3.0159,0.2097,0.3591,0.2096,2.2981,2.2981,2.2981,0.2318,5.6185
